ICAO,CALLSIGN,ALTITUDE,LONGITUDE,LATITUDE,TIMESTAMP,DISTANCE,BHATDOTRHAT,BHATDOTRHATV,DF,TC,ALTCOR,ARCANG,T,AS,M,RP,RSURF,H,PBARO,VRATE,GS,HDNG,MHDNG,ROLL,TRACK,RTRACK
4066cd,TOM3KM,4223.338762064527,-3.100677410294537,50.74749127290014,348.1316925,23.369763797863126,0.07502231662642195,0.04959711793650191,4,5,25.0,0.0036661732570829686,0.0,0.0,0.0,6366.636652751197,6365.35699909652,1.2796536546772679,1010.0,-704.0,146.0,123.0,122.87,-0.4,326.953,0.0
4066cd,TOM3KM,4221.6416722231015,-3.100692948849125,50.74750391282528,348.1629225,23.368742903774983,0.0750855757072,0.04957730024872766,16,11,25.0,0.0036660170322293747,0.0,0.0,0.0,6366.636130850347,6365.356994468653,1.2791363816936014,1010.0,-704.0,146.0,123.0,122.87,-0.4,326.953,0.0
4066cd,TOM3KM,4221.6416722231015,-3.100692948849125,50.74750391282528,348.1629225,23.368742903774983,0.0750855757072,0.04957730024872766,16,11,25.0,0.0036660170322293747,0.0,0.0,0.0,6366.636130850347,6365.356994468653,1.2791363816936014,1010.0,-704.0,146.0,123.0,122.87,-0.4,326.953,0.0
4066cd,TOM3KM,4200.0,-3.1008911,50.7476651,348.5611745,23.35572423222865,0.0761355309321543,0.04947052840716237,17,11,25.0,0.0036640248176794746,0.0,0.0,0.0,6366.629475453057,6365.356935453057,1.27254,1010.0,-704.0,146.0,123.0,122.87,-0.4,326.953,0.0
4066cd,TOM3KM,4200.0,-3.101013525487997,50.74778463733756,348.74413875,23.348073836143698,0.07672868141583541,0.04948794052324865,20,16,25.0,0.0036628218581748104,0.0,0.0,0.0,6366.629431660318,6365.356891660318,1.27254,1010.0,-704.0,146.0,123.0,122.87,0.9,326.953,0.125
4066cd,TOM3KM,4200.0,-3.101071800868062,50.747841537938015,348.831231,23.344432194629416,0.07701102515354584,0.04949622881108201,17,19,25.0,0.0036622492411202763,0.0,0.0,0.0,6366.62941081467,6365.35687081467,1.27254,1010.0,-704.0,146.0,123.0,122.87,0.9,326.953,0.125
4066cd,TOM3KM,4200.0,-3.1012726,50.7480376,349.13132425,23.33188421203216,0.07783483438701184,0.049520142548095704,17,11,25.0,0.003660276177926931,0.0,0.0,0.0,6366.629338986947,6365.356798986947,1.27254,1010.0,-704.0,146.0,123.0,122.87,0.9,326.953,0.125
4066cd,TOM3KM,4200.0,-3.1013616950988125,50.74812585575211,349.30691325,23.32634360471649,0.07827320781907925,0.04953277458409476,11,14,25.0,0.003659404968205021,0.0,0.0,0.0,6366.62930665435,6365.35676665435,1.27254,1010.0,-704.0,146.0,123.0,122.87,0.9,326.953,0.125
4066cd,TOM3KM,4200.0,-3.1014179297551046,50.7481815606332,349.41774075,23.32284650833074,0.07854989845199169,0.049540747617540404,20,16,25.0,0.003658855081848501,0.0,0.0,0.0,6366.629286246803,6365.356746246803,1.27254,1010.0,-704.0,146.0,123.0,122.87,0.9,326.953,0.125
4066cd,TOM3KM,4200.0,-3.1014236108114352,50.74818718816946,349.428937,23.32249321726662,0.07857785087804793,0.049541553086180544,5,24,25.0,0.003658799530066505,0.0,0.0,0.0,6366.629284185148,6365.356744185148,1.27254,1010.0,-704.0,146.0,123.0,122.87,0.9,326.953,0.125
4066cd,TOM3KM,4200.0,-3.1014236108114352,50.74818718816946,349.428937,23.32249321726662,0.07857785087804793,0.049541553086180544,5,24,25.0,0.003658799530066505,0.0,0.0,0.0,6366.629284185148,6365.356744185148,1.27254,1010.0,-704.0,146.0,123.0,122.87,0.9,326.953,0.125
4066cd,TOM3KM,4200.0,-3.101524366251411,50.748286994413036,349.62750625,23.31622748171817,0.07910643895307876,0.049555535728842304,4,26,25.0,0.003657814300575635,0.0,0.0,0.0,6366.629247621016,6365.356707621016,1.27254,1010.0,-704.0,146.0,123.0,122.87,0.9,326.953,0.125
4066cd,TOM3KM,4200.0,-3.101544967485582,50.748307401567196,349.66810725,23.314946341113554,0.07921795474190442,0.049558363062591156,21,16,25.0,0.0036576128529569388,0.0,0.0,0.0,6366.629240144831,6365.356700144831,1.27254,1010.0,-704.0,146.0,123.0,122.87,0.9,326.953,0.125
4066cd,TOM3KM,4200.0,-3.1015592,50.7483215,349.69615675,23.314061255687356,0.07929499624626804,0.049560316346943474,17,11,25.0,0.0036574736813852872,0.0,0.0,0.0,6366.629234979854,6365.356694979854,1.27254,1010.0,-704.0,146.0,123.0,122.87,0.9,326.953,0.125
4066cd,TOM3KM,4200.0,-3.101645220935467,50.74841701314055,349.86826225,23.30881162591532,0.07976770580006579,0.04957230126575121,20,16,25.0,0.0036566482603126323,0.0,0.0,0.0,6366.629199988571,6365.356659988571,1.27254,1010.0,-704.0,146.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4200.0,-3.1016554232871636,50.74842834129743,349.8886745,23.30818900342322,0.07982377063000734,0.04957372271456564,20,16,25.0,0.0036565503627945966,0.0,0.0,0.0,6366.629195838495,6365.3566558384955,1.27254,1010.0,-704.0,146.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4200.0,-3.1016941973217262,50.74847139395424,349.96625125,23.30582272682882,0.08003684499937731,0.0495791249303584,17,19,25.0,0.003656178303306677,0.0,0.0,0.0,6366.629180066134,6365.356640066134,1.27254,1010.0,-768.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4200.0,-3.1016941973217262,50.74847139395424,349.96625125,23.30582272682882,0.08003684499937731,0.0495791249303584,17,19,25.0,0.003656178303306677,0.0,0.0,0.0,6366.629180066134,6365.356640066134,1.27254,1010.0,-768.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4200.0,-3.101776274840651,50.748562528531636,350.130467,23.30081375331991,0.0805803052822514,0.04951493075395387,4,26,25.0,0.003655390721616889,0.0,0.0,0.0,6366.62914667894,6365.35660667894,1.27254,1010.0,-768.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4200.0,-3.1018066,50.7485962,350.19113975,23.29896308919383,0.08078719715752498,0.049486221417483565,17,11,25.0,0.0036550997340169234,0.0,0.0,0.0,6366.629134343381,6365.356594343381,1.27254,1010.0,-768.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4200.0,-3.1018066,50.7485962,350.19113975,23.29896308919383,0.08078719715752498,0.049486221417483565,17,11,25.0,0.0036550997340169234,0.0,0.0,0.0,6366.629134343381,6365.356594343381,1.27254,1010.0,-768.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4187.724369841856,-3.102031391339456,50.748779057786834,350.4612235,23.284524198210335,0.08170817294185069,0.049358422277772346,17,19,25.0,0.0036528603075623774,0.0,0.0,0.0,6366.6253257617045,6365.356527373777,1.2687983879277978,1010.0,-768.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4177.365655347199,-3.1022210801192824,50.74893336119795,350.689132,23.272340029463752,0.08238156565361099,0.04933147344408693,0,28,25.0,0.003650970581415892,0.0,0.0,0.0,6366.62211191364,6365.356470861891,1.265641051749826,1010.0,-768.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4175.0,-3.1022644,50.7489686,350.74118025,23.26955748883466,0.08252254389056321,0.049335302831087384,17,11,25.0,0.0036505390181398234,0.0,0.0,0.0,6366.621377956076,6365.356457956076,1.2649199999999998,1010.0,-768.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4175.0,-3.1024067599993117,50.74911532668944,351.01117425,23.260840147169557,0.08325385143899464,0.04935516731286728,17,19,25.0,0.003649168331146083,0.0,0.0,0.0,6366.6213242029635,6365.356404202964,1.2649199999999998,1010.0,-832.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4175.0,-3.102415809946489,50.749124654230855,351.028338,23.26028597828801,0.0833003412866742,0.049356430115000474,20,31,25.0,0.003649081195399034,0.0,0.0,0.0,6366.621320785832,6365.356400785832,1.2649199999999998,1010.0,-832.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4175.0,-3.1025761128452225,50.7492898741926,351.33236175,23.250469912364114,0.08412382204282963,0.04937879829445087,4,5,25.0,0.0036475377485079437,0.0,0.0,0.0,6366.621260257735,6365.356340257736,1.2649199999999998,1010.0,-832.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4175.0,-3.102628246367308,50.74934360683619,351.431236,23.247277542833196,0.08439163349556744,0.049386072847728446,17,19,25.0,0.0036470357905070594,0.0,0.0,0.0,6366.621240572858,6365.356320572859,1.2649199999999998,1010.0,-832.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4175.0,-3.102633434054602,50.7493489536484,351.44107475,23.24695987745801,0.08441828279941163,0.049386796721851985,21,16,25.0,0.0036469858418168677,0.0,0.0,0.0,6366.621238614061,6365.356318614062,1.2649199999999998,1010.0,-832.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4175.0,-3.1026336449629914,50.749349171026104,351.44147475,23.24694696259077,0.08441936624207844,0.04938682615136787,21,16,25.0,0.003646983811124343,0.0,0.0,0.0,6366.621238534425,6365.356318534426,1.2649199999999998,1010.0,-832.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4175.0,-3.102644348695578,50.749360203080435,351.461775,23.246291525006463,0.08447424941433444,0.04938831675627233,11,14,25.0,0.003646880752209535,0.0,0.0,0.0,6366.621234492848,6365.3563144928485,1.2649199999999998,1010.0,-832.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4175.0,-3.1026810412190122,50.74939802109474,351.5313645,23.244044677121682,0.08466144793459213,0.04939339928717144,5,24,25.0,0.0036465274650159273,0.0,0.0,0.0,6366.6212206382725,6365.356300638273,1.2649199999999998,1010.0,-832.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4175.0,-3.1027469,50.7494659,351.6562695,23.240011848389635,0.0849974473479057,0.049402521834710264,17,11,25.0,0.0036458933558914538,0.0,0.0,0.0,6366.621195770933,6365.356275770933,1.2649199999999998,1010.0,-832.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4175.0,-3.1028375139697486,50.749559036675684,351.82915125,23.2344807126744,0.08546250612515732,0.049415148406768784,0,28,25.0,0.003645023656242992,0.0,0.0,0.0,6366.62116165053,6365.35624165053,1.2649199999999998,1010.0,-832.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4175.0,-3.1028398974892784,50.74956148655274,351.83369875,23.234335221090326,0.08547473908086001,0.049415480537467575,4,5,25.0,0.0036450007795706344,0.0,0.0,0.0,6366.621160753023,6365.3562407530235,1.2649199999999998,1010.0,-832.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4175.0,-3.1028398974892784,50.74956148655274,351.83369875,23.234335221090326,0.08547473908086001,0.049415480537467575,4,5,25.0,0.0036450007795706344,0.0,0.0,0.0,6366.621160753023,6365.3562407530235,1.2649199999999998,1010.0,-832.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4175.0,-3.1028886291291644,50.74961157488848,351.9266735,23.231360610060882,0.08573261147484829,0.04945109270460431,17,19,25.0,0.0036445330604077337,0.0,0.0,0.0,6366.621142403278,6365.3562224032785,1.2649199999999998,1010.0,-896.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4175.0,-3.1029696,50.7496948,352.08115725,23.22641809538222,0.08617453908860445,0.0495601973346665,17,11,25.0,0.003643755913814365,0.0,0.0,0.0,6366.621111913953,6365.356191913954,1.2649199999999998,1010.0,-896.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4167.931206975213,-3.1030506366432364,50.749779060012855,352.22819175,23.221607989872336,0.0865951568281715,0.049664040908692135,4,5,25.0,0.003642981644365392,0.0,0.0,0.0,6366.623235601986,6365.356161033873,1.2670745681139548,1010.0,-896.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4162.01453714356,-3.1031184653461863,50.74984958671725,352.3512615,23.217581870270642,0.08694721923566143,0.04975095930331681,17,19,-25.0,0.003642333570970932,0.0,0.0,0.0,6366.625013155929,6365.356135186851,1.268877969078643,1010.0,-960.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4160.068467071241,-3.1031407750934954,50.74987278387251,352.39174075,23.216257626889256,0.08706301716495256,0.04977954789982902,11,14,-25.0,0.0036421204111574713,0.0,0.0,0.0,6366.625597816664,6365.356126685428,1.2694711312366858,1010.0,-960.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4160.068467071241,-3.1031407750934954,50.74987278387251,352.39174075,23.216257626889256,0.08706301716495256,0.04977954789982902,11,14,-25.0,0.0036421204111574713,0.0,0.0,0.0,6366.625597816664,6365.356126685428,1.2694711312366858,1010.0,-960.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4150.0,-3.1032562,50.7499928,352.60117,23.209406331517382,0.08763555211860564,0.04980119574787094,17,11,-25.0,0.0036410175769927256,0.0,0.0,0.0,6366.628622701245,6365.356082701245,1.27254,1010.0,-960.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4150.0,-3.103295657297523,50.75003292095238,352.6748715,23.207009210213357,0.08783659541868169,0.04980671908967575,11,14,-25.0,0.0036406406532696134,0.0,0.0,0.0,6366.628608003092,6365.356068003092,1.27254,1010.0,-960.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4150.0,-3.1033180152639033,50.750055654970176,352.7166335,23.205650912486732,0.08795051399968452,0.04980984881974167,0,3,-25.0,0.003640427074325839,0.0,0.0,0.0,6366.6285996745755,6365.356059674576,1.27254,1010.0,-960.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4150.0,-3.103320458541741,50.750058139342904,352.72119725,23.2055024777554,0.08796296301850666,0.04981019083654135,17,4,-25.0,0.0036404037344258183,0.0,0.0,0.0,6366.628598764435,6365.356058764435,1.27254,1010.0,-960.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4150.0,-3.103400761073855,50.750139792529225,352.87119275,23.200623914787776,0.08837212145241324,0.049821431807426396,17,19,-25.0,0.003639636628433266,0.0,0.0,0.0,6366.6285688511125,6365.356028851113,1.27254,1010.0,-1024.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4150.0,-3.1034896725633554,50.750230199471915,353.03726875,23.19522233791773,0.08882514435023009,0.0498338778840134,0,3,-25.0,0.0036387872836541285,0.0,0.0,0.0,6366.628535730886,6365.355995730886,1.27254,1010.0,-1024.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4150.0,-3.1035923010737148,50.75033455414988,353.2289665,23.188987420576034,0.08934805837880709,0.04984824410717663,20,16,-25.0,0.0036378069042908557,265.7090082240265,168.07144423674796,0.2645481135113828,6366.628497500962,6365.355957500962,1.27254,1010.0,-1024.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4150.0,-3.1036309807517233,50.75037388440351,353.3012155,23.186637541440675,0.08955442745624945,0.049840907050776394,17,19,-25.0,0.003637437408933622,265.85845622556343,168.05924971917938,0.26445455831157394,6366.628483092479,6365.355943092479,1.27254,1010.0,-1024.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4150.0,-3.1036991789200408,50.75044322963582,353.4286015,23.182494346330195,0.08992824477811512,0.04981430030758111,5,24,-25.0,0.0036367859322962077,266.1223160811175,168.03774892588126,0.2642896062335818,6366.628457688127,6365.355917688127,1.27254,1010.0,-1024.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4150.0,-3.10369974962049,50.750443809935206,353.4296675,23.182459674969234,0.08993137298109741,0.0498140776552626,4,26,-25.0,0.0036367804805660688,266.1245260728966,168.03756900151237,0.2642882258706288,6366.628457475536,6365.355917475536,1.27254,1010.0,-1024.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4150.0,-3.103714,50.7504583,353.4562855,23.181593931736455,0.09000948415087599,0.04980851803104666,17,11,-25.0,0.0036366443509667826,266.17971998828386,168.03307629339682,0.26425375823358865,6366.628452167159,6365.355912167159,1.27254,1010.0,-1024.0,145.0,123.0,122.87,0.5,326.953,0.0
4066cd,TOM3KM,4148.469105415512,-3.103754783031731,50.750498446179584,353.52516925,23.17909237181311,0.0902116251942015,0.04979413048259881,20,30,-25.0,0.003636254896028556,266.32264776209564,168.02144977815692,0.2641645606945939,6366.6279708456805,6365.35589746235,1.272073383330648,1010.0,-1024.0,145.0,123.0,122.69,0.5,326.953,0.0
4066cd,TOM3KM,4147.985531966908,-3.1037676654284017,50.750511127409695,353.546928,23.17830218810531,0.09027547677641734,0.04978958579579256,20,16,-25.0,0.003636131876410182,266.36782330995624,168.01777723654186,0.26413638529834144,6366.627818807591,6365.355892817448,1.2719259901435136,1010.0,-1024.0,145.0,123.0,122.69,0.5,326.953,0.0
4066cd,TOM3KM,4147.1307567936965,-3.103790436639016,50.75053354303384,353.58538925,23.176905441824772,0.0903883422519846,0.049781552506406604,20,16,-25.0,0.0036359144241991325,266.44770956688916,168.01128557037575,0.2640865818418417,6366.627550061687,6365.355884607016,1.271665454670719,1010.0,-1024.0,145.0,123.0,122.69,0.0,327.129,-0.063
4066cd,TOM3KM,4145.644755338004,-3.1038300237177956,50.750572511936014,353.652253,23.17447723956626,0.09058455555607522,0.04976758686948164,21,31,-25.0,0.0036355363899366853,266.58668975298326,168.0,0.264,6366.6270828548495,6365.355870333422,1.2712125214270238,1010.0,-1024.0,145.0,123.0,122.69,0.0,327.129,-0.063
4066cd,TOM3KM,4143.99043798581,-3.103874094732058,50.75061589475426,353.72669025,23.17177400053813,0.09080299348051002,0.04975203937764648,17,19,25.0,0.0036351155366207647,266.6349322774486,168.04830979247245,0.2640520245479812,6366.62656272859,6365.3558544430925,1.2707082854980747,1010.0,-1088.0,145.0,123.0,122.69,0.0,327.129,-0.063
4066cd,TOM3KM,4131.320680286471,-3.1042116170771683,50.75094814648017,354.2967755,23.151070969499727,0.09247592254171089,0.049632967330120306,11,14,25.0,0.0036318923886965765,0.0,0.0,0.0,6366.622579288733,6365.355732745382,1.266846543351316,1010.0,-1088.0,145.0,123.0,122.69,0.0,327.129,-0.063
4066cd,TOM3KM,4130.7778012367835,-3.104226079375052,50.750962382940365,354.32120275,23.150183877411425,0.0925476049022178,0.04962786528148296,17,19,-25.0,0.0036317542819131942,0.0,0.0,0.0,6366.622408604644,6365.355727530828,1.2666810738169714,1010.0,-1088.0,145.0,123.0,122.69,0.0,327.129,-0.063
4066cd,TOM3KM,4130.7778012367835,-3.104226079375052,50.750962382940365,354.32120275,23.150183877411425,0.0925476049022178,0.04962786528148296,17,19,-25.0,0.0036317542819131942,0.0,0.0,0.0,6366.622408604644,6365.355727530828,1.2666810738169714,1010.0,-1088.0,145.0,123.0,122.69,0.0,327.129,-0.063
4066cd,TOM3KM,4126.198802109088,-3.104348063911814,50.75108246261349,354.52723825,23.142701559018672,0.09311854747651574,0.04959573738655155,4,5,-25.0,0.0036305893984257963,0.0,0.0,0.0,6366.620968942729,6365.355683547847,1.26528539488285,1010.0,-1088.0,145.0,123.0,122.69,0.0,327.129,-0.063
4066cd,TOM3KM,4125.0,-3.10438,50.7511139,354.58117925,23.140742655157815,0.09326440266167024,0.04958849862988885,17,11,-25.0,0.0036302844268058876,0.0,0.0,0.0,6366.6205920329085,6365.355672032909,1.2649199999999998,1010.0,-1088.0,145.0,123.0,122.69,0.0,327.129,-0.063
4066cd,TOM3KM,4122.23767214194,-3.1044750130290057,50.75120606230666,354.75355,23.134955754047045,0.09373048908306529,0.04956536687639863,0,7,-25.0,0.003629381487112545,0.0,0.0,0.0,6366.6197163169445,6365.355638274476,1.264078042468863,1010.0,-1088.0,145.0,123.0,122.69,0.0,327.129,-0.063
4066cd,TOM3KM,4120.420917030526,-3.104537502137818,50.751266676524196,354.8669165,23.13114976767886,0.09403702941134641,0.04955015335593736,20,31,-25.0,0.0036287876328028935,0.0,0.0,0.0,6366.6191403674065,6365.355616071896,1.263524295510904,1010.0,-1088.0,145.0,123.0,122.69,-0.4,327.305,0.0
4066cd,TOM3KM,4120.4084331642,-3.1045379315328843,50.751267093035906,354.8676955,23.131123614773188,0.09403913580887777,0.04955004881595033,20,30,-25.0,0.0036287835521220287,0.0,0.0,0.0,6366.6191364097585,6365.35561591933,1.2635204904284478,1010.0,-1088.0,145.0,123.0,122.52,-0.4,327.305,0.0
4066cd,TOM3KM,4120.093287654241,-3.1045487712778446,50.751277607550705,354.88736075,23.130463404980816,0.09409231017864955,0.04954740978516742,20,16,-25.0,0.0036286805385028127,0.0,0.0,0.0,6366.619036502011,6365.355612067934,1.2634244340770124,1010.0,-1088.0,145.0,123.0,122.52,-0.4,327.305,0.0
4066cd,TOM3KM,4119.383285785668,-3.1045731925021163,50.75130129605304,354.93166525,23.128975996239703,0.09421210849626824,0.04954146422437763,4,5,-25.0,0.0036284484556718005,0.0,0.0,0.0,6366.6188114165025,6365.355603390995,1.2632080255074716,1010.0,-1088.0,145.0,123.0,122.52,-0.4,327.305,0.0
4066cd,TOM3KM,4119.383285785668,-3.1045731925021163,50.75130129605304,354.93166525,23.128975996239703,0.09421210849626824,0.04954146422437763,4,5,-25.0,0.0036284484556718005,0.0,0.0,0.0,6366.6188114165025,6365.355603390995,1.2632080255074716,1010.0,-1088.0,145.0,123.0,122.52,-0.4,327.305,0.0
4066cd,TOM3KM,4114.574084615293,-3.1047386097855725,50.75146175024089,355.231762,23.118901025771027,0.09502356299350613,0.04950119193894511,11,14,-25.0,0.003626876441467429,0.0,0.0,0.0,6366.617286798696,6365.355544617706,1.2617421809907412,1010.0,-1088.0,145.0,123.0,122.52,-0.4,327.305,0.0
4066cd,TOM3KM,4112.954130685407,-3.104794329720945,50.751515798383814,355.332848,23.115507325356756,0.09529689714093623,0.049487626433003334,4,26,-25.0,0.0036263469168129198,0.0,0.0,0.0,6366.616773239268,6365.355524820235,1.261248419032912,1010.0,-1088.0,145.0,123.0,122.52,-0.4,327.305,0.0
4066cd,TOM3KM,4112.339320300754,-3.1048154767389353,50.75153631091749,355.3712125,23.11421933671794,0.09540063383938192,0.04948247800638933,17,19,25.0,0.0036261459498282936,0.0,0.0,0.0,6366.616578331459,6365.355517306632,1.2610610248276695,1010.0,-1152.0,145.0,123.0,122.52,-0.4,327.305,0.0
4066cd,TOM3KM,4112.048773936892,-3.1048254703716665,50.75154600470637,355.38934275,23.11361066057153,0.09544965760554586,0.049480044969034,20,30,25.0,0.003626050977088573,0.0,0.0,0.0,6366.616486222158,6365.355513755862,1.2609724662959645,1010.0,-1152.0,145.0,123.0,122.52,-0.4,327.305,0.0
4066cd,TOM3KM,4111.74607623588,-3.1048358819617907,50.75155610391246,355.40823125,23.112976528146916,0.09550073166173284,0.049477510176293364,21,31,25.0,0.003625952032363916,0.0,0.0,0.0,6366.616390260628,6365.355510056591,1.2608802040366958,1010.0,-1152.0,145.0,123.0,122.52,-0.4,327.305,0.0
4066cd,TOM3KM,4111.739666034941,-3.104836102447062,50.75155631778241,355.40863125,23.112963099183798,0.09550181325224959,0.049477456497224286,21,16,25.0,0.0036259499370207247,0.0,0.0,0.0,6366.616388228459,6365.355509978252,1.26087825020745,1010.0,-1152.0,145.0,123.0,122.52,-0.4,327.305,0.0
4066cd,TOM3KM,4111.739666034941,-3.104836102447062,50.75155631778241,355.40863125,23.112963099183798,0.09550181325224959,0.049477456497224286,21,16,25.0,0.0036259499370207247,0.0,0.0,0.0,6366.616388228459,6365.355509978252,1.26087825020745,1010.0,-1152.0,145.0,123.0,122.52,-0.4,327.305,0.0
4066cd,TOM3KM,4107.088207890509,-3.104996094001398,50.75171150903194,355.69888475,23.10321859031814,0.09628665183485347,0.049438505153033496,0,3,25.0,0.003624429485283515,0.0,0.0,0.0,6366.614913618506,6365.355453132741,1.259460485765027,1010.0,-1152.0,145.0,123.0,122.52,-0.4,327.305,0.0
4066cd,TOM3KM,4107.088207890509,-3.104996094001398,50.75171150903194,355.69888475,23.10321859031814,0.09628665183485347,0.049438505153033496,0,3,25.0,0.003624429485283515,0.0,0.0,0.0,6366.614913618506,6365.355453132741,1.259460485765027,1010.0,-1152.0,145.0,123.0,122.52,-0.4,327.305,0.0
4066cd,TOM3KM,4102.802724143093,-3.105143497500374,50.751854489911686,355.96630125,23.094240774529275,0.09702012956931425,0.04935804530921601,17,19,-25.0,0.003623028661927436,0.0,0.0,0.0,6366.613555030126,6365.355400759807,1.2581542703188144,1010.0,-1152.0,145.0,123.0,122.52,-0.4,327.305,0.0
4066cd,TOM3KM,4101.7714389971625,-3.1051789695842533,50.7518888977093,356.030654,23.092080297763605,0.09722076694795663,0.049235168875998485,4,26,-25.0,0.0036226915591861023,0.0,0.0,0.0,6366.613228091069,6365.355388156462,1.257839934606335,1010.0,-1152.0,145.0,123.0,122.52,-0.4,327.305,0.0
4066cd,TOM3KM,4100.0,-3.1052399,50.751948,356.14119275,23.08836924577156,0.09756540187091485,0.04902410396684821,17,11,-25.0,0.0036221125176432215,0.0,0.0,0.0,6366.612666507691,6365.355366507691,1.2572999999999999,1010.0,-1152.0,145.0,123.0,122.52,-0.4,327.305,0.0
4066cd,TOM3KM,4086.498621512408,-3.1053768579833783,50.75211557910979,356.41122275,23.0798495066477,0.0984072945849758,0.04850850326195652,17,19,25.0,0.003620874405550859,0.0,0.0,0.0,6366.600259522959,6365.355305183448,1.2449543395109457,1010.0,-1152.0,145.0,123.0,122.52,-0.4,327.305,0.0
4066cd,TOM3KM,4085.6130419826213,-3.1053858413021285,50.75212657092291,356.4289345,23.07929068174148,0.09846251583179395,0.048474684090809274,4,5,25.0,0.003620793195567331,0.0,0.0,0.0,6366.599445726671,6365.355301161081,1.244144565588909,1010.0,-1152.0,145.0,123.0,122.52,-0.4,327.305,0.0
4066cd,TOM3KM,4075.0,-3.1054935,50.7522583,356.64119725,23.072593561955852,0.09895724231813681,0.04878792020447226,17,11,25.0,0.003619819951566542,0.0,0.0,0.0,6366.589692955873,6365.355252955873,1.23444,1010.0,-1152.0,145.0,123.0,122.52,-0.4,327.305,0.0
4066cd,TOM3KM,4075.0,-3.1055320964321647,50.75229003330368,356.7122555,23.07035759197547,0.09911943063991946,0.048907529307480754,20,31,25.0,0.0036194467290881767,0.0,0.0,0.0,6366.592322580953,6365.355241316354,1.2370812645989615,1010.0,-1152.0,145.0,123.0,122.52,-1.1,327.305,-0.094
4066cd,TOM3KM,4075.0,-3.105543861681364,50.75229970648342,356.733916,23.069676007110093,0.09916887008071586,0.048943989436680595,21,16,25.0,0.003619332960658858,0.0,0.0,0.0,6366.59312416267,6365.35523776831,1.2378863943600487,1010.0,-1152.0,145.0,123.0,122.52,-1.1,327.305,-0.094
4066cd,TOM3KM,4075.0,-3.1055962898381355,50.75234281198636,356.83043925,23.06663873713217,0.09938918150029763,0.049106462609773895,4,5,25.0,0.003618825987202787,0.0,0.0,0.0,6366.596696161123,6365.355221957561,1.2414742035616757,1010.0,-1152.0,145.0,123.0,122.52,-1.1,327.305,-0.094
4066cd,TOM3KM,4075.0,-3.1056401704616543,50.75237888985868,356.911226,23.06409664317668,0.09962592101543404,0.049147723809145276,17,19,-25.0,0.003618401667281397,0.0,0.0,0.0,6366.599685805027,6365.35520872449,1.2444770805371166,1010.0,-1152.0,145.0,123.0,122.52,-1.1,327.305,-0.094
