x,y,w,h
683,384,12,8
683,383,12,8
684,383,12,8
684,381,12,8
686,382,12,8
687,380,12,8
688,378,12,8
685,378,12,8
686,378,12,8
686,378,12,8
689,377,12,8
690,377,12,8
690,376,12,8
688,377,12,8
690,375,12,8
690,376,12,8
689,377,12,8
690,377,12,8
691,377,12,8
690,377,12,8
691,377,12,8
691,377,12,8
690,377,12,8
690,377,12,8
690,376,12,8
692,375,12,8
693,373,12,8
695,372,12,8
695,372,12,8
697,368,12,8
698,365,12,8
700,366,12,8
703,366,12,8
706,365,12,8
708,365,12,8
711,366,12,8
714,367,12,8
716,366,12,8
719,365,12,8
721,366,12,8
723,365,12,8
725,365,12,8
725,365,12,8
728,364,12,8
728,364,12,8
731,366,12,8
733,367,12,8
733,369,12,8
731,367,12,8
731,369,12,8
732,368,12,8
733,372,12,8
732,374,12,8
730,375,12,8
732,376,12,8
728,378,12,8
730,380,12,8
727,380,12,8
729,381,12,8
728,380,12,8
728,380,12,8
732,378,12,8
733,375,12,8
735,377,12,8
737,374,12,8
733,373,12,8
736,374,12,8
736,377,12,8
740,376,12,8
742,379,12,8
740,379,12,8
742,380,12,8
742,378,12,8
744,379,12,8
748,381,12,8
746,379,12,8
748,381,12,8
746,380,12,8
747,381,12,8
744,378,12,8
747,377,12,8
746,377,12,8
746,376,12,8
747,375,12,8
751,373,12,8
750,370,12,8
750,368,12,8
751,367,12,8
753,367,12,8
754,367,12,8
756,367,12,8
757,368,12,8
759,370,12,8
760,371,12,8
761,372,12,8
760,372,12,8
762,375,12,8
763,376,12,8
767,376,12,8
767,373,12,8
767,373,12,8
767,371,12,8
767,370,12,8
765,367,12,8
768,364,12,8
767,359,12,8
766,352,12,8
768,348,12,8
770,341,12,8
769,335,12,8
772,328,12,8
772,324,12,8
775,318,12,8
777,315,12,8
778,314,12,8
780,311,12,8
781,312,12,8
783,312,12,8
784,310,12,8
787,312,12,8
788,311,12,8
791,310,12,8
793,308,12,8
793,304,12,8
794,302,12,8
797,299,12,8
797,295,12,8
797,294,12,8
793,291,12,8
790,289,12,8
791,286,12,8
787,284,12,8
786,281,12,8
784,280,12,8
781,278,12,8
778,277,12,8
777,275,12,8
775,274,12,8
774,271,12,8
774,269,12,8
773,266,12,8
775,265,12,8
777,263,12,8
777,262,12,8
779,260,12,8
781,261,12,8
785,259,12,8
788,259,12,8
792,258,12,8
797,257,12,8
800,257,12,8
805,256,12,8
810,258,12,8
815,255,12,8
820,253,12,8
825,252,12,8
831,253,12,8
836,253,12,8
841,253,12,8
844,251,12,8
846,251,12,8
848,252,12,8
849,256,12,8
849,258,12,8
851,259,12,8
852,260,12,8
854,261,12,8
857,261,12,8
861,261,12,8
865,263,12,8
868,264,12,8
872,262,12,8
879,260,12,8
881,258,12,8
883,256,12,8
887,255,12,8
890,251,12,8
895,248,12,8
901,244,12,8
902,240,12,8
905,232,12,8
909,222,12,8
912,214,12,8
918,204,12,8
917,197,12,8
919,185,12,8
924,175,12,8
927,171,12,8
930,165,12,8
931,157,12,8
933,151,12,8
937,150,12,8
935,142,12,8
944,134,12,8
948,129,12,8
951,122,12,8
954,114,12,8
959,106,12,8
966,100,12,8
973,93,12,8
983,86,12,8
989,79,12,8
996,72,12,8
1004,65,12,8
1012,59,12,8
1021,54,12,8
1030,45,12,8
1039,37,12,8
1049,29,12,8
1058,25,12,8
-2,-4,12,8
-1,-4,12,8
-1,-4,12,8
-1,-4,12,8
-1,-4,12,8
-1,-4,12,8
-1,-4,12,8
-2,-4,12,8
-1,-4,12,8
-1,-4,12,8
-1,-4,12,8
-1,-4,12,8
-1,-4,12,8
-1,-4,12,8
