x,y,w,h
655,407,16,10
652,406,16,10
651,406,16,10
651,407,16,10
650,406,16,10
649,405,16,10
648,405,16,10
647,405,16,10
648,406,16,10
646,406,16,10
645,406,16,10
646,407,16,10
643,406,16,10
645,406,16,10
646,406,16,10
644,405,16,10
645,406,16,10
647,403,16,10
646,402,16,10
648,401,16,10
648,399,16,10
647,398,16,10
649,397,16,10
651,395,16,10
651,394,16,10
652,393,16,10
654,391,16,10
656,389,16,10
657,387,16,10
658,387,16,10
662,386,16,10
663,387,16,10
665,387,16,10
666,388,16,10
667,389,16,10
668,389,16,10
668,391,16,10
672,391,16,10
672,391,16,10
673,390,16,10
675,392,16,10
675,393,16,10
676,392,16,10
677,393,16,10
678,392,16,10
678,392,16,10
678,390,16,10
678,390,16,10
678,389,16,10
677,389,16,10
678,389,16,10
676,388,16,10
676,388,16,10
675,388,16,10
674,389,16,10
674,390,16,10
673,389,16,10
672,390,16,10
672,391,16,10
672,390,16,10
671,389,16,10
671,387,16,10
670,386,16,10
670,385,16,10
669,383,16,10
669,382,16,10
670,381,16,10
669,381,16,10
670,381,16,10
669,381,16,10
671,380,16,10
671,380,16,10
672,378,16,10
673,377,16,10
674,377,16,10
674,378,16,10
675,379,16,10
675,380,16,10
677,381,16,10
678,382,16,10
679,383,16,10
678,384,16,10
679,385,16,10
680,384,16,10
680,385,16,10
679,386,16,10
679,385,16,10
678,386,16,10
678,384,16,10
678,384,16,10
678,383,16,10
679,382,16,10
678,381,16,10
678,380,16,10
678,378,16,10
679,378,16,10
679,378,16,10
680,378,16,10
682,377,16,10
682,377,16,10
682,376,16,10
684,375,16,10
684,374,16,10
688,373,16,10
688,372,16,10
690,371,16,10
692,370,16,10
693,367,16,10
695,365,16,10
697,364,16,10
699,364,16,10
700,363,16,10
701,362,16,10
703,363,16,10
706,363,16,10
705,363,16,10
707,362,16,10
708,361,16,10
709,362,16,10
710,360,16,10
710,361,16,10
711,360,16,10
712,359,16,10
712,360,16,10
710,358,16,10
711,360,16,10
709,358,16,10
709,357,16,10
708,358,16,10
707,358,16,10
707,359,16,10
707,359,16,10
708,360,16,10
709,362,16,10
708,363,16,10
711,364,16,10
711,364,16,10
712,366,16,10
712,366,16,10
712,366,16,10
711,365,16,10
712,361,16,10
711,356,16,10
709,351,16,10
710,345,16,10
710,339,16,10
709,333,16,10
711,328,16,10
710,323,16,10
712,319,16,10
712,316,16,10
712,314,16,10
714,312,16,10
713,310,16,10
716,310,16,10
718,312,16,10
719,312,16,10
721,314,16,10
722,315,16,10
723,316,16,10
726,319,16,10
727,318,16,10
730,320,16,10
733,319,16,10
735,320,16,10
739,318,16,10
741,318,16,10
744,317,16,10
745,316,16,10
748,317,16,10
749,317,16,10
751,317,16,10
753,317,16,10
753,315,16,10
753,312,16,10
755,311,16,10
756,307,16,10
758,304,16,10
762,300,16,10
761,298,16,10
764,296,16,10
765,293,16,10
768,294,16,10
769,294,16,10
771,295,16,10
773,298,16,10
770,302,16,10
772,304,16,10
772,305,16,10
774,307,16,10
773,307,16,10
772,305,16,10
772,305,16,10
772,304,16,10
773,301,16,10
774,297,16,10
774,295,16,10
771,291,16,10
773,287,16,10
772,285,16,10
771,280,16,10
771,278,16,10
771,276,16,10
772,274,16,10
772,272,16,10
773,270,16,10
773,268,16,10
774,267,16,10
774,262,16,10
774,258,16,10
774,258,16,10
776,253,16,10
775,253,16,10
776,249,16,10
777,248,16,10
778,245,16,10
781,242,16,10
785,241,16,10
787,237,16,10
788,232,16,10
790,230,16,10
793,226,16,10
795,225,16,10
797,224,16,10
801,220,16,10
808,218,16,10
814,217,16,10
818,217,16,10
822,215,16,10
827,216,16,10
833,214,16,10
839,212,16,10
840,212,16,10
846,209,16,10
847,208,16,10
850,207,16,10
852,207,16,10
853,207,16,10
854,207,16,10
856,204,16,10
858,201,16,10
863,198,16,10
868,193,16,10
872,191,16,10
877,184,16,10
883,178,16,10
888,174,16,10
892,169,16,10
896,164,16,10
900,159,16,10
905,156,16,10
909,151,16,10
911,146,16,10
912,140,16,10
918,135,16,10
920,130,16,10
924,122,16,10
927,117,16,10
930,111,16,10
936,108,16,10
940,101,16,10
944,93,16,10
950,89,16,10
956,82,16,10
964,73,16,10
971,69,16,10
975,63,16,10
987,58,16,10
992,53,16,10
1002,42,16,10
1010,35,16,10
1014,25,16,10
1021,22,16,10
1030,15,16,10
1036,9,16,10
1046,4,16,10
1053,-5,16,10
-7,-2,16,10
-6,-2,16,10
-7,-2,16,10
-6,-1,16,10
-7,-2,16,10
-6,-2,16,10
-7,-1,16,10
-6,-2,16,10
-7,-2,16,10
-6,-1,16,10
-7,-2,16,10
-6,-2,16,10
-6,-1,16,10
-7,-2,16,10
-6,-1,16,10
-7,-2,16,10
-6,-2,16,10
-6,-1,16,10
-7,-2,16,10
-6,-1,16,10
-7,-2,16,10
-6,-1,16,10
-6,-2,16,10
