x,y,w,h
656,410,9,9
655,409,9,9
655,408,9,9
656,408,9,9
654,409,9,9
652,409,9,9
654,409,9,9
654,407,9,9
652,408,9,9
653,409,9,9
653,410,9,9
653,408,9,9
653,409,9,9
654,409,9,9
655,409,9,9
657,414,9,9
657,413,9,9
658,410,9,9
659,410,9,9
658,409,9,9
658,408,9,9
659,407,9,9
660,406,9,9
658,404,9,9
658,402,9,9
659,403,9,9
660,402,9,9
661,400,9,9
661,397,9,9
663,396,9,9
664,395,9,9
666,394,9,9
667,394,9,9
669,394,9,9
671,393,9,9
671,394,9,9
670,393,9,9
670,393,9,9
670,392,9,9
670,392,9,9
670,391,9,9
671,389,9,9
674,389,9,9
673,388,9,9
672,388,9,9
672,389,9,9
672,390,9,9
672,391,9,9
672,392,9,9
673,395,9,9
673,393,9,9
676,396,9,9
674,395,9,9
673,397,9,9
672,397,9,9
671,397,9,9
672,397,9,9
675,398,9,9
673,397,9,9
674,397,9,9
674,397,9,9
677,395,9,9
677,397,9,9
678,393,9,9
677,393,9,9
675,389,9,9
678,392,9,9
676,392,9,9
678,392,9,9
679,391,9,9
680,391,9,9
680,390,9,9
680,390,9,9
679,387,9,9
681,386,9,9
685,384,9,9
684,382,9,9
685,383,9,9
686,383,9,9
686,383,9,9
686,382,9,9
686,381,9,9
686,380,9,9
685,381,9,9
682,380,9,9
682,381,9,9
683,382,9,9
682,383,9,9
682,382,9,9
683,381,9,9
684,384,9,9
683,380,9,9
682,382,9,9
680,385,9,9
680,388,9,9
685,388,9,9
684,389,9,9
685,390,9,9
684,391,9,9
684,392,9,9
683,391,9,9
684,391,9,9
683,390,9,9
682,389,9,9
682,388,9,9
681,387,9,9
681,386,9,9
682,386,9,9
681,386,9,9
682,386,9,9
682,385,9,9
682,382,9,9
682,381,9,9
683,379,9,9
682,376,9,9
685,373,9,9
686,370,9,9
688,368,9,9
688,366,9,9
688,365,9,9
688,364,9,9
690,363,9,9
692,363,9,9
694,363,9,9
695,363,9,9
697,362,9,9
698,361,9,9
700,360,9,9
699,360,9,9
700,360,9,9
702,356,9,9
700,361,9,9
700,361,9,9
701,361,9,9
701,363,9,9
700,363,9,9
701,364,9,9
703,364,9,9
703,365,9,9
705,367,9,9
705,367,9,9
703,367,9,9
702,366,9,9
703,367,9,9
701,365,9,9
698,364,9,9
698,363,9,9
698,361,9,9
696,359,9,9
697,357,9,9
696,356,9,9
696,354,9,9
694,352,9,9
696,353,9,9
696,351,9,9
695,349,9,9
696,348,9,9
696,345,9,9
698,343,9,9
699,344,9,9
699,341,9,9
700,340,9,9
702,342,9,9
703,343,9,9
703,343,9,9
705,343,9,9
708,345,9,9
712,346,9,9
715,346,9,9
716,347,9,9
716,349,9,9
717,348,9,9
716,347,9,9
719,348,9,9
719,349,9,9
721,348,9,9
720,346,9,9
715,347,9,9
717,345,9,9
718,343,9,9
719,342,9,9
721,343,9,9
720,338,9,9
718,335,9,9
717,333,9,9
718,327,9,9
720,327,9,9
721,322,9,9
719,321,9,9
720,321,9,9
722,319,9,9
723,320,9,9
729,320,9,9
728,321,9,9
730,323,9,9
735,325,9,9
740,325,9,9
740,330,9,9
741,333,9,9
742,335,9,9
741,337,9,9
742,339,9,9
740,338,9,9
742,338,9,9
744,337,9,9
737,337,9,9
735,335,9,9
736,332,9,9
739,329,9,9
739,328,9,9
739,326,9,9
742,322,9,9
744,323,9,9
747,321,9,9
749,319,9,9
752,318,9,9
754,315,9,9
755,315,9,9
757,313,9,9
760,312,9,9
760,311,9,9
761,309,9,9
763,308,9,9
764,308,9,9
766,307,9,9
767,308,9,9
769,306,9,9
770,304,9,9
770,302,9,9
770,301,9,9
769,298,9,9
769,294,9,9
770,291,9,9
767,285,9,9
767,280,9,9
766,274,9,9
767,269,9,9
763,264,9,9
762,261,9,9
763,259,9,9
763,259,9,9
764,260,9,9
763,262,9,9
765,264,9,9
764,265,9,9
766,269,9,9
767,272,9,9
767,273,9,9
768,274,9,9
768,275,9,9
770,273,9,9
770,269,9,9
769,265,9,9
774,262,9,9
774,257,9,9
778,252,9,9
781,250,9,9
786,246,9,9
788,243,9,9
790,239,9,9
791,236,9,9
791,232,9,9
793,228,9,9
796,225,9,9
801,221,9,9
804,220,9,9
805,215,9,9
812,213,9,9
816,212,9,9
818,212,9,9
823,210,9,9
828,209,9,9
832,209,9,9
835,207,9,9
841,206,9,9
847,205,9,9
852,205,9,9
857,205,9,9
864,204,9,9
868,200,9,9
874,198,9,9
879,194,9,9
882,193,9,9
888,189,9,9
893,187,9,9
897,183,9,9
901,180,9,9
904,175,9,9
907,172,9,9
909,168,9,9
913,163,9,9
916,159,9,9
920,152,9,9
924,145,9,9
926,138,9,9
928,127,9,9
929,116,9,9
931,104,9,9
934,93,9,9
933,85,9,9
940,76,9,9
938,66,9,9
940,57,9,9
941,48,9,9
946,38,9,9
951,31,9,9
954,22,9,9
952,16,9,9
952,9,9,9
952,1,9,9
956,-3,9,9
956,0,9,9
953,4,9,9
949,6,9,9
955,0,9,9
-3,-2,9,9
-3,-1,9,9
-3,-1,9,9
-3,-1,9,9
-3,-1,9,9
-2,-1,9,9
-2,-1,9,9
-2,-1,9,9
-2,-1,9,9
-2,-2,9,9
-2,-1,9,9
-2,-1,9,9
-2,-2,9,9
-2,-1,9,9
-2,-1,9,9
-2,-1,9,9
